1,0.5
2,0.49808229784558317
3,0.4942919828698422
4,0.48867984019626187
5,0.4813020977440429
6,0.4722201751895108
7,0.46150043266459717
8,0.44921391669751043
9,0.4354361007563105
10,0.42024661774196376
11,0.4037289818895443
12,0.3859702977676649
13,0.36706095440715736
14,0.34709430302778105
15,0.3261663173508164
16,0.30437523606773537
17,0.2818211876604422
18,0.258605798414878
19,0.2348317851140932
20,0.21060253451600436
21,0.186021672292462
22,0.16119262460905906
23,0.13621817594098562
24,0.11120002703424342
25,0.0862383571228546
26,0.061431394595129106
27,0.03687500026428046
28,0.01266226724429138
29,-0.011116858830832969
30,-0.03437593586504051
31,-0.057032354694979755
32,-0.07900763938178863
33,-0.10022771650276194
34,-0.12062315210961497
35,-0.14012935558512485
36,-0.15868675017734057
37,-0.17624091050351193
38,-0.1927426677802229
39,-0.2081481839407743
40,-0.22241899613771746
41,-0.23552203339292294
42,-0.24742960734813
43,-0.2581193791868752
44,-0.26757430484786854
45,-0.2757825606361729
46,-0.2827374512694858
47,-0.288437302281117
48,-0.2928853385483362
49,-0.2960895505343694
50,-0.29806254963415696
51,-0.2988214138073889
52,-0.2983875244760434
53,-0.2967863954655831
54,-0.2940474945860624
55,-0.2902040582875258
56,-0.28529289968794297
57,-0.2793542101650334
58,-0.2724313546279899
59,-0.2645706605424063
60,-0.2558212007716055
61,-0.24623457031887394
62,-0.23586465710566423
63,-0.22476740699750747
64,-0.21300058338827127
65,-0.20062352176992135
66,-0.18769687984400463
67,-0.1742823838672423
68,-0.16044257206132284
69,-0.14624053605067797
70,-0.13173966141639623
71,-0.11700336856458284
72,-0.10209485519909156
73,-0.08707684175804718
74,-0.07201132121820455
75,-0.0569593146891428
76,-0.04198063420973784
77,-0.027133654122444863
78,-0.012475092337751648
79,0.0019401972862935941
80,0.01605942033358183
81,0.02983202399975737
82,0.04320986519515581
83,0.056147363885386894
84,0.06860164113170662
85,0.080532641452616
86,0.09190323928504036
87,0.10267932947426914
88,0.11282990186330537
89,0.12232710018165854
90,0.13114626554877987
91,0.13926596500678157
92,0.14666800557992715
93,0.15333743442436545
94,0.1592625256810124
95,0.1644347546781757
96,0.1688487601497159
97,0.17250229514084545
98,0.17539616726894974
99,0.17753416899311608
100,0.17892299852551036
101,0.17957217199248954
102,0.17949392742545964
103,0.17870312113292658
104,0.17721711697770268
105,0.17505566905834624
106,0.17224079827288521
107,0.16879666322667267
108,0.1647494259355031
109,0.16012711277023695
110,0.15495947109018954
111,0.14927782201920653
112,0.14311490983017885
113,0.13650474842002136
114,0.12948246537693517
115,0.1220841441640269
116,0.1143466649668924
117,0.10630754477635693
118,0.09800477729994854
119,0.08947667331565724
120,0.08076170209796091
121,0.07189833455796314
122,0.06292488874591853
123,0.0538793783647272
124,0.04479936493667132
125,0.03572181425246063
126,0.026682957711485593
127,0.017718159135192205
128,0.008861787602037539
